Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-10913,2023-10-16,2023-10-18,Standard Class,Corporate,West,California,Office Supplies,Art,39.77,1,0.2,4.77
ORD-10914,2024-01-26,2024-01-27,Standard Class,Corporate,East,New Jersey,Furniture,Bookcases,348.16,2,0.2,-13.93
ORD-10915,2025-08-16,2025-08-17,Same Day,Home Office,West,Washington,Technology,Machines,576.02,1,0.15,34.56
ORD-10916,2023-07-05,2023-07-07,Standard Class,Home Office,Central,Ohio,Office Supplies,Art,438.84,9,0.0,122.88
ORD-10917,2025-06-26,2025-07-03,Second Class,Consumer,West,Arizona,Furniture,Bookcases,2348.26,9,0.3,-281.79
ORD-10918,2024-07-27,2024-07-31,Second Class,Home Office,Central,Texas,Furniture,Bookcases,1919.26,8,0.0,230.31
ORD-10919,2023-02-06,2023-02-08,Standard Class,Consumer,South,North Carolina,Technology,Phones,2472.22,6,0.1,247.22
ORD-10920,2025-03-06,2025-03-10,Second Class,Consumer,South,Florida,Office Supplies,Paper,84.56,2,0.0,23.68
ORD-10921,2024-03-24,2024-03-29,Second Class,Consumer,West,Oregon,Technology,Phones,3687.45,7,0.0,663.74
ORD-10922,2024-09-13,2024-09-18,Standard Class,Consumer,East,Massachusetts,Office Supplies,Binders,273.61,7,0.0,76.61
ORD-10923,2024-09-10,2024-09-12,Standard Class,Corporate,South,North Carolina,Furniture,Bookcases,821.38,3,0.15,-0.0
ORD-10924,2025-06-03,2025-06-07,Standard Class,Consumer,Central,Michigan,Office Supplies,Binders,239.13,4,0.3,9.57
ORD-10925,2023-12-09,2023-12-16,Second Class,Corporate,East,New Jersey,Technology,Phones,1607.2,3,0.1,160.72
ORD-10926,2025-06-25,2025-07-01,Second Class,Consumer,Central,Ohio,Technology,Accessories,3886.68,8,0.0,699.6
ORD-10927,2025-07-21,2025-07-25,Second Class,Consumer,South,Tennessee,Furniture,Furnishings,1219.32,3,0.0,146.32
ORD-10928,2024-05-29,2024-05-31,Standard Class,Corporate,East,New Jersey,Furniture,Chairs,404.6,1,0.1,16.18
ORD-10929,2025-06-21,2025-06-25,Standard Class,Consumer,South,North Carolina,Furniture,Chairs,396.1,1,0.0,47.53
ORD-10930,2023-06-18,2023-06-23,Second Class,Home Office,East,New Jersey,Technology,Machines,6187.75,9,0.0,1113.79
ORD-10931,2023-08-14,2023-08-21,Standard Class,Consumer,South,North Carolina,Furniture,Tables,2968.93,9,0.3,-356.27
ORD-10932,2023-08-22,2023-08-26,Standard Class,Consumer,Central,Michigan,Office Supplies,Art,407.78,7,0.0,114.18
ORD-10933,2024-05-20,2024-05-26,Standard Class,Consumer,West,Washington,Technology,Machines,2043.21,3,0.0,367.78
ORD-10934,2025-09-12,2025-09-15,Standard Class,Consumer,East,New Jersey,Office Supplies,Binders,363.24,7,0.1,72.65
ORD-10935,2023-03-25,2023-03-26,Second Class,Corporate,West,Washington,Office Supplies,Binders,236.07,4,0.5,-28.33
ORD-10936,2023-09-17,2023-09-23,Standard Class,Consumer,Central,Michigan,Furniture,Bookcases,952.37,3,0.1,38.09
ORD-10937,2024-11-11,2024-11-15,Same Day,Consumer,East,New York,Technology,Copiers,4984.92,8,0.0,897.29
ORD-10938,2025-11-25,2025-12-01,Second Class,Corporate,East,New Jersey,Office Supplies,Binders,48.35,2,0.0,13.54
ORD-10939,2023-10-28,2023-11-02,Standard Class,Home Office,Central,Texas,Office Supplies,Paper,248.17,7,0.1,49.63
ORD-10940,2023-01-15,2023-01-21,Standard Class,Home Office,Central,Ohio,Office Supplies,Paper,160.26,3,0.0,44.87
ORD-10941,2023-08-01,2023-08-06,Standard Class,Home Office,South,Tennessee,Furniture,Furnishings,3137.12,9,0.0,376.45
ORD-10942,2023-09-03,2023-09-10,First Class,Corporate,South,North Carolina,Technology,Machines,1094.02,4,0.0,196.92
ORD-10943,2023-12-25,2024-01-01,First Class,Consumer,Central,Texas,Office Supplies,Paper,272.49,5,0.3,10.9
ORD-10944,2023-07-13,2023-07-18,Second Class,Consumer,East,Pennsylvania,Office Supplies,Binders,132.71,5,0.0,37.16
ORD-10945,2024-12-05,2024-12-12,Second Class,Consumer,West,Washington,Office Supplies,Storage,240.02,5,0.1,48.0
ORD-10946,2024-06-12,2024-06-17,Standard Class,Home Office,West,Oregon,Office Supplies,Art,92.73,2,0.3,3.71
ORD-10947,2023-04-08,2023-04-14,Same Day,Consumer,South,Georgia,Office Supplies,Binders,108.7,5,0.0,30.44
ORD-10948,2025-12-13,2025-12-19,Second Class,Corporate,East,Pennsylvania,Furniture,Furnishings,1067.29,7,0.15,0.0
ORD-10949,2024-06-05,2024-06-07,First Class,Corporate,West,Arizona,Office Supplies,Paper,279.7,9,0.0,78.32
ORD-10950,2024-06-20,2024-06-26,Standard Class,Consumer,West,Arizona,Furniture,Furnishings,1706.87,7,0.3,-204.82
ORD-10951,2023-02-27,2023-03-04,Standard Class,Consumer,West,Arizona,Technology,Accessories,1120.24,2,0.0,201.64
ORD-10952,2024-11-30,2024-12-07,Standard Class,Corporate,South,Florida,Technology,Machines,2037.84,7,0.3,-122.27
ORD-10953,2023-02-06,2023-02-12,Standard Class,Consumer,West,Oregon,Office Supplies,Paper,412.12,8,0.2,49.45
ORD-10954,2023-02-05,2023-02-10,Standard Class,Corporate,South,North Carolina,Office Supplies,Paper,50.5,1,0.2,6.06
ORD-10955,2024-12-21,2024-12-24,Second Class,Corporate,South,Florida,Furniture,Chairs,2472.18,6,0.15,0.0
ORD-10956,2023-11-25,2023-11-29,Same Day,Consumer,East,Massachusetts,Office Supplies,Art,262.11,9,0.0,73.39
ORD-10957,2025-01-29,2025-01-31,Standard Class,Consumer,Central,Ohio,Office Supplies,Storage,482.56,9,0.15,77.21
ORD-10958,2024-11-22,2024-11-25,First Class,Home Office,Central,Ohio,Office Supplies,Art,261.39,6,0.0,73.19
ORD-10959,2025-02-27,2025-03-05,Standard Class,Consumer,Central,Illinois,Furniture,Tables,1375.08,8,0.1,55.0
ORD-10960,2025-11-18,2025-11-23,Standard Class,Consumer,East,New Jersey,Office Supplies,Storage,319.05,8,0.0,89.33
ORD-10961,2023-02-01,2023-02-02,First Class,Consumer,Central,Texas,Technology,Accessories,1012.01,2,0.0,182.16
ORD-10962,2025-08-28,2025-09-04,Standard Class,Corporate,Central,Illinois,Furniture,Chairs,425.1,2,0.0,51.01
ORD-10963,2024-06-02,2024-06-04,Second Class,Consumer,West,California,Office Supplies,Art,405.13,7,0.0,113.44
ORD-10964,2023-04-20,2023-04-26,Standard Class,Home Office,Central,Ohio,Office Supplies,Art,491.41,9,0.2,58.97
ORD-10965,2024-09-30,2024-10-01,Second Class,Consumer,Central,Illinois,Technology,Accessories,3929.37,7,0.5,-864.46
ORD-10966,2024-10-11,2024-10-13,First Class,Corporate,South,Florida,Technology,Machines,2815.71,4,0.5,-619.46
ORD-10967,2023-04-13,2023-04-15,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Paper,127.3,6,0.15,20.37
ORD-10968,2023-04-23,2023-04-28,Standard Class,Consumer,East,Pennsylvania,Furniture,Furnishings,856.9,5,0.0,102.83
ORD-10969,2024-10-29,2024-11-03,Standard Class,Consumer,Central,Michigan,Office Supplies,Binders,278.76,7,0.3,11.15
ORD-10970,2023-06-02,2023-06-04,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Art,385.02,7,0.3,15.4
ORD-10971,2023-05-24,2023-05-28,Standard Class,Consumer,Central,Texas,Office Supplies,Paper,507.9,9,0.5,-60.95
ORD-10972,2025-02-13,2025-02-14,Second Class,Consumer,West,California,Furniture,Tables,1003.17,4,0.4,-200.63
ORD-10973,2024-01-05,2024-01-10,Standard Class,Consumer,South,Tennessee,Technology,Copiers,451.67,1,0.0,81.3
ORD-10974,2024-06-08,2024-06-10,Standard Class,Consumer,West,Arizona,Technology,Copiers,5460.64,9,0.0,982.92
ORD-10975,2023-04-30,2023-05-05,Standard Class,Consumer,East,Massachusetts,Office Supplies,Storage,181.09,3,0.0,50.71
ORD-10976,2023-02-04,2023-02-06,Second Class,Consumer,West,California,Office Supplies,Storage,235.03,6,0.1,47.01
ORD-10977,2024-06-11,2024-06-17,First Class,Consumer,West,Washington,Office Supplies,Paper,295.39,6,0.0,82.71
ORD-10978,2025-07-14,2025-07-16,Standard Class,Home Office,West,Washington,Office Supplies,Paper,399.53,9,0.0,111.87
ORD-10979,2025-08-22,2025-08-24,Standard Class,Corporate,South,Florida,Office Supplies,Art,46.09,2,0.0,12.91
ORD-10980,2023-10-22,2023-10-23,Same Day,Consumer,South,Tennessee,Office Supplies,Paper,519.48,9,0.3,20.78
ORD-10981,2024-12-24,2024-12-30,Standard Class,Home Office,East,New Jersey,Office Supplies,Art,116.14,2,0.2,13.94
ORD-10982,2025-11-21,2025-11-24,Standard Class,Home Office,Central,Michigan,Office Supplies,Art,104.21,4,0.0,29.18
ORD-10983,2025-05-26,2025-06-02,First Class,Consumer,West,California,Office Supplies,Storage,384.04,8,0.15,61.45
ORD-10984,2024-06-08,2024-06-15,First Class,Corporate,East,Massachusetts,Technology,Copiers,777.61,2,0.4,-108.87
ORD-10985,2024-01-02,2024-01-06,Standard Class,Consumer,South,North Carolina,Furniture,Chairs,1613.42,8,0.0,193.61
ORD-10986,2024-10-11,2024-10-15,Standard Class,Corporate,Central,Ohio,Office Supplies,Binders,163.14,3,0.0,45.68
ORD-10987,2025-10-04,2025-10-11,Standard Class,Corporate,South,Florida,Office Supplies,Binders,107.29,2,0.1,21.46
ORD-10988,2025-10-13,2025-10-18,Standard Class,Consumer,West,Washington,Office Supplies,Paper,202.18,5,0.0,56.61
ORD-10989,2025-12-23,2025-12-29,Standard Class,Corporate,West,Washington,Office Supplies,Binders,32.61,1,0.4,-1.3
ORD-10990,2025-08-07,2025-08-09,Standard Class,Consumer,South,Florida,Technology,Copiers,2461.67,8,0.15,147.7
ORD-10991,2024-03-21,2024-03-25,Standard Class,Corporate,West,Oregon,Office Supplies,Paper,120.73,4,0.15,19.32
ORD-10992,2025-07-16,2025-07-21,Second Class,Consumer,West,Washington,Office Supplies,Storage,45.9,1,0.1,9.18
ORD-10993,2023-10-01,2023-10-03,Standard Class,Consumer,South,Tennessee,Office Supplies,Art,266.14,8,0.15,42.58
ORD-10994,2024-03-12,2024-03-17,First Class,Consumer,East,Massachusetts,Office Supplies,Storage,90.05,4,0.0,25.21
ORD-10995,2024-01-18,2024-01-20,Standard Class,Corporate,East,New Jersey,Furniture,Furnishings,957.7,6,0.3,-114.92
ORD-10996,2025-04-14,2025-04-20,Standard Class,Corporate,West,Oregon,Technology,Copiers,881.47,2,0.0,158.66
ORD-10997,2024-09-22,2024-09-24,Standard Class,Home Office,West,Washington,Technology,Phones,3523.53,6,0.1,352.35
ORD-10998,2023-03-30,2023-04-01,Standard Class,Home Office,West,Arizona,Furniture,Chairs,3300.42,8,0.4,-660.08
ORD-10999,2024-04-23,2024-04-26,First Class,Corporate,West,Oregon,Furniture,Tables,192.77,1,0.0,23.13
ORD-11000,2024-07-23,2024-07-26,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Paper,413.02,7,0.0,115.65
ORD-11001,2024-05-31,2024-06-07,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Storage,391.26,7,0.0,109.55
ORD-11002,2023-12-07,2023-12-12,Standard Class,Consumer,Central,Texas,Technology,Machines,582.34,1,0.3,-34.94
ORD-11003,2024-07-28,2024-08-02,Standard Class,Consumer,Central,Texas,Technology,Copiers,324.14,1,0.3,-19.45
ORD-11004,2025-05-30,2025-06-03,Standard Class,Corporate,West,Arizona,Office Supplies,Storage,354.84,9,0.0,99.36
ORD-11005,2024-11-29,2024-12-06,Standard Class,Corporate,East,New Jersey,Furniture,Tables,690.63,3,0.1,27.63
ORD-11006,2024-05-10,2024-05-12,Standard Class,Consumer,West,Arizona,Office Supplies,Storage,273.41,6,0.1,54.68
ORD-11007,2023-01-06,2023-01-10,Second Class,Consumer,South,Georgia,Technology,Copiers,1050.38,3,0.1,105.04
ORD-11008,2024-04-03,2024-04-09,Standard Class,Home Office,West,Washington,Office Supplies,Storage,248.71,7,0.1,49.74
ORD-11009,2024-11-19,2024-11-24,First Class,Home Office,East,New York,Office Supplies,Paper,44.73,2,0.1,8.95
ORD-11010,2023-03-17,2023-03-22,Standard Class,Consumer,South,Florida,Office Supplies,Storage,176.34,4,0.0,49.38
ORD-11011,2023-10-22,2023-10-26,Standard Class,Consumer,West,Oregon,Office Supplies,Paper,179.27,7,0.15,28.68
ORD-11012,2023-07-11,2023-07-16,Second Class,Consumer,South,Tennessee,Office Supplies,Binders,470.13,8,0.3,18.81
ORD-11013,2023-10-24,2023-10-25,Standard Class,Consumer,East,Massachusetts,Furniture,Tables,646.1,4,0.2,-25.84
ORD-11014,2025-12-21,2025-12-27,Standard Class,Corporate,South,Georgia,Office Supplies,Binders,120.58,5,0.1,24.12
ORD-11015,2025-06-04,2025-06-09,Second Class,Corporate,West,Oregon,Furniture,Bookcases,3309.77,9,0.2,-132.39
ORD-11016,2023-06-16,2023-06-22,Standard Class,Corporate,Central,Illinois,Technology,Phones,764.9,3,0.2,15.3
ORD-11017,2025-12-20,2025-12-21,Standard Class,Corporate,East,Massachusetts,Technology,Copiers,2167.99,3,0.0,390.24
ORD-11018,2024-04-28,2024-05-03,Standard Class,Corporate,West,California,Furniture,Chairs,2898.19,7,0.15,0.0
ORD-11019,2025-10-31,2025-11-07,Standard Class,Consumer,East,New York,Office Supplies,Art,140.93,4,0.1,28.19
ORD-11020,2025-01-30,2025-02-01,Standard Class,Consumer,Central,Ohio,Office Supplies,Binders,97.62,2,0.0,27.33
ORD-11021,2024-03-17,2024-03-20,Standard Class,Consumer,Central,Texas,Technology,Machines,3963.36,8,0.0,713.4
ORD-11022,2024-09-25,2024-09-26,Standard Class,Consumer,Central,Illinois,Office Supplies,Binders,311.87,7,0.0,87.32
ORD-11023,2024-11-09,2024-11-15,Standard Class,Home Office,East,Massachusetts,Office Supplies,Binders,150.83,7,0.0,42.23
ORD-11024,2024-10-16,2024-10-17,Second Class,Consumer,West,Oregon,Office Supplies,Art,210.82,5,0.15,33.73
ORD-11025,2025-11-16,2025-11-22,Second Class,Corporate,West,Washington,Furniture,Bookcases,1359.79,8,0.0,163.17
ORD-11026,2024-01-15,2024-01-20,First Class,Consumer,South,Florida,Office Supplies,Binders,162.01,5,0.0,45.36
ORD-11027,2025-05-17,2025-05-19,First Class,Consumer,East,Massachusetts,Office Supplies,Storage,394.73,7,0.4,-15.79
ORD-11028,2024-05-02,2024-05-08,Standard Class,Consumer,West,Washington,Office Supplies,Art,60.66,1,0.0,16.98
ORD-11029,2025-08-15,2025-08-20,Standard Class,Consumer,East,Massachusetts,Office Supplies,Binders,115.08,3,0.3,4.6
ORD-11030,2023-02-17,2023-02-24,Standard Class,Corporate,West,Arizona,Office Supplies,Paper,62.55,1,0.2,7.51
ORD-11031,2024-12-19,2024-12-22,Standard Class,Home Office,West,Washington,Office Supplies,Storage,221.37,4,0.3,8.85
ORD-11032,2024-07-15,2024-07-19,Second Class,Home Office,South,North Carolina,Furniture,Tables,2109.59,8,0.0,253.15
ORD-11033,2023-03-15,2023-03-22,Second Class,Consumer,South,Tennessee,Office Supplies,Storage,192.67,8,0.2,23.12
ORD-11034,2025-08-29,2025-09-05,Standard Class,Corporate,South,Georgia,Furniture,Furnishings,3047.06,8,0.0,365.65
ORD-11035,2023-10-07,2023-10-08,First Class,Home Office,Central,Ohio,Office Supplies,Binders,29.08,1,0.15,4.65
ORD-11036,2025-02-22,2025-02-28,Standard Class,Consumer,South,Georgia,Office Supplies,Art,150.95,3,0.15,24.15
ORD-11037,2023-07-06,2023-07-12,Standard Class,Home Office,East,Massachusetts,Technology,Accessories,3075.6,9,0.3,-184.54
ORD-11038,2024-08-30,2024-08-31,Standard Class,Consumer,West,Oregon,Furniture,Chairs,1450.14,6,0.15,0.0
ORD-11039,2024-01-11,2024-01-18,Standard Class,Home Office,West,California,Office Supplies,Art,113.55,4,0.0,31.79
ORD-11040,2023-01-26,2023-02-01,First Class,Consumer,East,New York,Technology,Accessories,1147.91,3,0.4,-160.71
ORD-11041,2025-10-29,2025-11-03,Standard Class,Corporate,West,Washington,Office Supplies,Art,43.42,1,0.1,8.68
ORD-11042,2023-10-09,2023-10-14,Second Class,Consumer,East,New York,Technology,Machines,4687.62,9,0.5,-1031.28
ORD-11043,2023-12-11,2023-12-13,Standard Class,Consumer,South,Florida,Office Supplies,Storage,333.55,9,0.15,53.37
ORD-11044,2025-04-26,2025-04-30,Second Class,Consumer,West,California,Furniture,Bookcases,1140.64,3,0.0,136.88
ORD-11045,2025-03-29,2025-04-02,Second Class,Home Office,East,New Jersey,Office Supplies,Binders,167.19,3,0.0,46.81
ORD-11046,2024-06-18,2024-06-21,Standard Class,Consumer,West,Oregon,Office Supplies,Art,87.14,3,0.0,24.4
ORD-11047,2023-12-08,2023-12-14,Standard Class,Consumer,South,Georgia,Furniture,Furnishings,659.78,3,0.1,26.39
ORD-11048,2023-10-13,2023-10-15,Standard Class,Consumer,Central,Texas,Office Supplies,Paper,109.41,2,0.5,-13.13
ORD-11049,2024-11-03,2024-11-08,Standard Class,Corporate,South,Georgia,Technology,Phones,3395.1,8,0.15,203.71
ORD-11050,2024-01-27,2024-02-01,Standard Class,Consumer,East,New Jersey,Furniture,Bookcases,3361.98,9,0.1,134.48
ORD-11051,2024-05-02,2024-05-03,Standard Class,Corporate,Central,Illinois,Office Supplies,Binders,155.92,7,0.2,18.71
ORD-11052,2023-06-19,2023-06-25,Standard Class,Corporate,East,Massachusetts,Office Supplies,Art,241.71,9,0.0,67.68
ORD-11053,2023-12-20,2023-12-23,Standard Class,Corporate,East,New York,Furniture,Chairs,2230.22,6,0.0,267.63
ORD-11054,2023-07-07,2023-07-12,First Class,Consumer,South,North Carolina,Technology,Accessories,3830.82,7,0.0,689.55
ORD-11055,2023-10-08,2023-10-15,Standard Class,Home Office,East,New York,Technology,Machines,454.87,1,0.0,81.88
ORD-11056,2024-08-22,2024-08-26,Standard Class,Corporate,East,Pennsylvania,Technology,Machines,2384.79,4,0.0,429.26
ORD-11057,2023-09-16,2023-09-19,First Class,Corporate,West,Washington,Technology,Accessories,4880.74,8,0.15,292.84
ORD-11058,2023-01-11,2023-01-12,Same Day,Corporate,West,Arizona,Technology,Machines,974.83,2,0.0,175.47
ORD-11059,2023-01-08,2023-01-15,Standard Class,Home Office,East,Massachusetts,Technology,Accessories,3223.17,5,0.0,580.17
ORD-11060,2023-07-15,2023-07-22,Standard Class,Corporate,East,New Jersey,Office Supplies,Art,38.08,1,0.0,10.66
ORD-11061,2025-02-21,2025-02-25,Second Class,Consumer,Central,Michigan,Office Supplies,Paper,422.68,9,0.0,118.35
ORD-11062,2024-02-10,2024-02-17,Standard Class,Consumer,South,Florida,Technology,Copiers,4816.33,7,0.2,96.33
ORD-11063,2024-11-20,2024-11-27,First Class,Consumer,Central,Illinois,Office Supplies,Storage,149.58,7,0.1,29.92
ORD-11064,2025-04-01,2025-04-04,First Class,Corporate,Central,Ohio,Technology,Copiers,2297.16,7,0.0,413.49
ORD-11065,2024-03-30,2024-04-05,Standard Class,Consumer,East,Pennsylvania,Technology,Accessories,971.67,2,0.1,97.17
ORD-11066,2023-05-03,2023-05-09,Standard Class,Consumer,West,California,Technology,Phones,1053.18,2,0.15,63.19
ORD-11067,2023-01-05,2023-01-11,Standard Class,Consumer,Central,Texas,Technology,Accessories,5536.04,8,0.0,996.49
ORD-11068,2023-05-27,2023-06-02,First Class,Consumer,Central,Texas,Furniture,Chairs,1707.24,4,0.1,68.29
ORD-11069,2024-02-25,2024-02-26,First Class,Home Office,West,Washington,Technology,Machines,2789.47,8,0.3,-167.37
ORD-11070,2024-01-17,2024-01-24,Standard Class,Home Office,South,Georgia,Technology,Phones,3157.43,5,0.0,568.34
ORD-11071,2025-06-04,2025-06-08,Second Class,Consumer,East,Pennsylvania,Technology,Machines,4250.02,7,0.2,85.0
ORD-11072,2024-05-20,2024-05-26,Second Class,Home Office,Central,Michigan,Office Supplies,Storage,67.45,3,0.0,18.89
ORD-11073,2024-09-08,2024-09-12,Standard Class,Consumer,Central,Texas,Office Supplies,Storage,26.62,1,0.0,7.45
ORD-11074,2023-01-11,2023-01-14,Standard Class,Home Office,East,New Jersey,Furniture,Tables,1955.71,7,0.0,234.69
ORD-11075,2024-11-08,2024-11-12,Standard Class,Consumer,East,New Jersey,Office Supplies,Art,154.49,5,0.1,30.9
ORD-11076,2023-09-25,2023-09-29,Standard Class,Corporate,West,Oregon,Furniture,Furnishings,1409.79,6,0.1,56.39
ORD-11077,2023-08-08,2023-08-14,Standard Class,Corporate,Central,Michigan,Furniture,Bookcases,898.8,3,0.0,107.86
ORD-11078,2024-08-05,2024-08-06,First Class,Consumer,West,Washington,Office Supplies,Art,200.29,7,0.1,40.06
ORD-11079,2024-12-24,2024-12-29,First Class,Home Office,West,Arizona,Office Supplies,Storage,177.65,4,0.0,49.74
ORD-11080,2024-08-11,2024-08-17,Standard Class,Consumer,East,New York,Office Supplies,Art,180.58,4,0.2,21.67
ORD-11081,2024-06-07,2024-06-13,Second Class,Corporate,West,Oregon,Furniture,Bookcases,2651.39,6,0.0,318.17
ORD-11082,2025-11-08,2025-11-11,Second Class,Consumer,West,California,Furniture,Bookcases,577.35,3,0.0,69.28
ORD-11083,2025-05-30,2025-05-31,Standard Class,Home Office,West,Arizona,Office Supplies,Art,231.16,8,0.0,64.72
ORD-11084,2024-01-04,2024-01-08,First Class,Corporate,South,Georgia,Office Supplies,Paper,408.7,9,0.2,49.04
ORD-11085,2025-11-19,2025-11-26,First Class,Consumer,Central,Illinois,Office Supplies,Paper,270.93,7,0.5,-32.51
ORD-11086,2025-10-17,2025-10-23,Standard Class,Consumer,West,Arizona,Technology,Machines,3302.33,5,0.2,66.05
ORD-11087,2024-02-08,2024-02-13,Standard Class,Corporate,East,Pennsylvania,Furniture,Furnishings,1784.18,4,0.1,71.37
ORD-11088,2024-09-12,2024-09-13,Standard Class,Home Office,West,Oregon,Furniture,Bookcases,2402.76,8,0.0,288.33
ORD-11089,2024-04-20,2024-04-21,Standard Class,Corporate,South,North Carolina,Office Supplies,Storage,164.13,4,0.0,45.96
ORD-11090,2025-04-25,2025-04-29,Second Class,Corporate,East,Massachusetts,Office Supplies,Paper,33.56,1,0.1,6.71
ORD-11091,2023-09-19,2023-09-21,First Class,Corporate,East,Pennsylvania,Office Supplies,Art,50.77,2,0.3,2.03
ORD-11092,2023-08-07,2023-08-13,Standard Class,Consumer,West,California,Furniture,Tables,1069.94,4,0.0,128.39
ORD-11093,2025-07-02,2025-07-04,Standard Class,Consumer,Central,Michigan,Technology,Accessories,1684.87,4,0.5,-370.67
ORD-11094,2024-12-26,2024-12-28,Standard Class,Corporate,East,New York,Office Supplies,Storage,92.39,3,0.4,-3.7
ORD-11095,2023-06-23,2023-06-25,Standard Class,Home Office,West,Oregon,Office Supplies,Paper,144.51,4,0.1,28.9
ORD-11096,2024-06-22,2024-06-27,First Class,Consumer,West,Oregon,Technology,Phones,521.09,1,0.1,52.11
ORD-11097,2023-08-07,2023-08-08,Second Class,Corporate,Central,Texas,Office Supplies,Storage,290.37,5,0.3,11.61
ORD-11098,2025-03-11,2025-03-16,Standard Class,Corporate,Central,Michigan,Office Supplies,Storage,56.3,2,0.3,2.25
ORD-11099,2023-08-12,2023-08-14,Standard Class,Consumer,East,New Jersey,Office Supplies,Art,377.25,6,0.0,105.63
ORD-11100,2023-04-01,2023-04-04,Standard Class,Consumer,South,Florida,Office Supplies,Paper,62.01,1,0.4,-2.48
ORD-11101,2023-11-20,2023-11-21,First Class,Consumer,South,Florida,Office Supplies,Paper,117.29,5,0.3,4.69
ORD-11102,2024-02-08,2024-02-15,First Class,Consumer,Central,Ohio,Technology,Accessories,447.39,1,0.1,44.74
ORD-11103,2025-05-30,2025-05-31,Second Class,Consumer,Central,Michigan,Office Supplies,Art,61.13,1,0.0,17.12
ORD-11104,2023-12-24,2023-12-28,Standard Class,Home Office,West,Washington,Office Supplies,Paper,238.41,8,0.0,66.75
ORD-11105,2023-09-25,2023-10-01,Standard Class,Home Office,South,Tennessee,Technology,Copiers,1107.58,2,0.15,66.45
ORD-11106,2025-11-07,2025-11-13,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Paper,43.21,1,0.5,-5.19
ORD-11107,2023-01-23,2023-01-28,Standard Class,Consumer,West,Oregon,Technology,Phones,2636.05,9,0.0,474.49
ORD-11108,2023-12-09,2023-12-16,First Class,Consumer,Central,Ohio,Furniture,Chairs,685.3,2,0.2,-27.41
ORD-11109,2025-06-03,2025-06-09,Standard Class,Consumer,West,California,Office Supplies,Paper,236.31,6,0.0,66.17
ORD-11110,2023-09-05,2023-09-08,Standard Class,Corporate,West,Arizona,Office Supplies,Binders,443.22,9,0.1,88.64
ORD-11111,2023-08-27,2023-08-30,Standard Class,Home Office,West,California,Technology,Machines,602.63,1,0.0,108.47
ORD-11112,2024-04-14,2024-04-17,Standard Class,Corporate,South,Florida,Technology,Accessories,1691.45,5,0.15,101.49
ORD-11113,2024-10-13,2024-10-20,First Class,Consumer,West,California,Technology,Phones,3761.56,7,0.15,225.69
ORD-11114,2025-03-12,2025-03-16,Standard Class,Corporate,East,New York,Furniture,Furnishings,850.12,3,0.15,-0.0
ORD-11115,2023-01-07,2023-01-12,First Class,Corporate,West,Washington,Office Supplies,Art,100.55,2,0.15,16.09
ORD-11116,2024-11-08,2024-11-12,Second Class,Home Office,West,Arizona,Office Supplies,Paper,205.33,6,0.4,-8.21
ORD-11117,2025-03-10,2025-03-17,Standard Class,Consumer,West,Arizona,Office Supplies,Art,34.37,1,0.1,6.87
ORD-11118,2025-04-22,2025-04-27,Same Day,Corporate,West,California,Office Supplies,Paper,165.7,4,0.1,33.14
ORD-11119,2025-09-12,2025-09-16,Standard Class,Corporate,East,New York,Technology,Phones,2424.22,6,0.2,48.48
ORD-11120,2023-01-20,2023-01-26,Standard Class,Consumer,Central,Illinois,Office Supplies,Paper,45.13,2,0.1,9.03
ORD-11121,2023-11-20,2023-11-25,Standard Class,Corporate,Central,Illinois,Furniture,Bookcases,283.71,1,0.4,-56.74
ORD-11122,2025-02-08,2025-02-10,Standard Class,Consumer,Central,Ohio,Office Supplies,Binders,493.99,8,0.1,98.8
ORD-11123,2025-02-02,2025-02-03,Second Class,Home Office,South,North Carolina,Office Supplies,Art,336.03,7,0.0,94.09
ORD-11124,2024-01-21,2024-01-27,First Class,Corporate,West,Oregon,Office Supplies,Paper,52.53,1,0.2,6.3
ORD-11125,2025-05-03,2025-05-10,Second Class,Home Office,Central,Texas,Office Supplies,Binders,371.02,8,0.0,103.89
ORD-11126,2023-02-10,2023-02-11,Standard Class,Consumer,East,New York,Office Supplies,Paper,57.1,1,0.4,-2.28
ORD-11127,2025-12-01,2025-12-04,Standard Class,Consumer,West,California,Office Supplies,Paper,195.22,7,0.3,7.81
ORD-11128,2025-03-03,2025-03-08,Second Class,Consumer,South,Georgia,Technology,Phones,2473.06,6,0.0,445.15
ORD-11129,2023-07-10,2023-07-13,Same Day,Consumer,East,New Jersey,Office Supplies,Binders,225.5,4,0.2,27.06
ORD-11130,2025-04-03,2025-04-09,Standard Class,Corporate,South,Florida,Furniture,Bookcases,1038.95,6,0.1,41.56
ORD-11131,2025-01-07,2025-01-11,Standard Class,Corporate,West,Washington,Technology,Accessories,1282.55,5,0.1,128.26
ORD-11132,2025-06-18,2025-06-21,Second Class,Consumer,West,Oregon,Furniture,Tables,1416.72,8,0.2,-56.67
